IS0Q.F,ISHS USD EM MK G-CT,FRA
DXSC.MU,DBXT S E 600 BR 1C,MUN
120210.KS,GREAT SRI,KSC
20650179.DU,ISH MSCI EU MI G-CT,DUS
OILE.L,UBS AG. London Branch,LSE
XDJP.F,DBX NIKKEI 225 DR,FRA
EL4J.F,DK MSCI JP LC,FRA
15BW.L,ALRAJHI/HSBC 16 VRN,LSE
S71.SW,AM GR 7-10 UC ETF C,EBS
VIOG,Vanguard S&P; Small-Cap 600 Growth ETF,PCX
BEAR-EL-HA.OL,ENF/SHB P-CTS,OSL
AGF,PowerShares DB Agriculture Long ETN,PCX
XLK,Technology Select Sector SPDR ETF,PCX
VEUR.L,Vanguard FTSE Developed Europe ETF,LSE
HRTB20-3.TA,TB20/HAREL SAL S3,TLV
SXRI.DE,ISHS MSCI JP USD-AC,GER
XWEH.DE,DBX MSCI WORLD 4C,GER
MRMI.SW,RBS M A RICI M C,EBS
SC02.DE,SOU 600 FIN EUR-AC,GER
XY4P.MI,DBX ISE YP 1C,MIL
FPET.L,ETFS COMMODITY SECURITIES LIMIT,LSE
SPYH.MU,SSGA SPDR HE EUR-AC,MUN
C011.DU,COMS NASDAQ 100 IC,DUS
IPRV.AS,ISHS LIS PRI EQ USD,AMS
HSPX.L,HSBC ETFS PLC HSBC S&P; 500 UCIT,LSE
LYQ3.SG,L UCITS 3-5Y INV GR,STU
X026.DU,COMS M EU SM IC,DUS
XUKS.L,DB X-TRACKERS DBX FTSE 100 SHOR,LSE
LYYC.F,L U ETF A PAC C EUR,FRA
SAD.L,ETFS Short AUD Long USD,LSE
EPS.MX,WSDMTR ERNGS 500 FD,MEX
EUN1.SG,ISHS STOXX EURO EUR,STU
ERE.PA,R1000 T E UC ETF EU,PAR
HRBNB-70.TA,TEL-BCLB/HRL SL S70,TLV
XD9U.F,DBX USA USD-1C-AC,FRA
C051.DU,COMS ES SD30 IC,DUS
GBSK.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
EXX4N.MX,,
XAL.TO,iShares Alternatives Complt Port Builder,TOR
2778027.DU,ICE/ETFS,DUS
XCT2.L,DB ETC INDEX PLC DB NATURAL GAS,LSE
IBGSN.MX,ISHS EU GOV BD EUR,MEX
X504.DU,COMS ILSD5-7 IC,DUS
IDFF.L,iShares MSCI AC Far East ex-Japan,LSE
IUSC.DE,ISHS MSCI EM L G-CT,GER
BEAR-MHG-DNM.OL,MHG/DNB 41 ETN,OSL
HR85-42.TA,BASKT/HAREL SAL S42,TLV
51LW.L,UIT/HSBC 15 ELN,LSE
IJH.MX,ISHS CRS&P; MDCP,MEX
8523.BE,COMS ISGC10+ IC,BER
18ME.MU,AM MSCI EUR UC ETF,MUN
LTIM.MI,LTIM/ETFS,MIL
XMKA.F,DBXT MSCI AFT50 1C,FRA
BEAR-APELS-X2-H.ST,ORANGE/SHB 40 CT,STO
LYCODW.SW,MUL LY W CO DIS CC,EBS
1811020.F,ERSTE FINANCE 4 VRN,FRA
LATAM.MI,L UC ETF L AM C EUR,MIL
45IY.L,TSIN/HSBC WT20,LSE
HRNKY-67.TA,NIK/HRL SAL S67,TLV
BEAR-ENERGI-X3-H.,,
EXX5.DU,ISHS DJ US SLDV,DUS
USD,ProShares Ultra Semiconductors,PCX
OESA.F,ICE/ETFS,FRA
PACUSA.SW,UBS ETF MSCI PA AD,EBS
IWS,iShares Russell Mid-Cap Value,PCX
DXSN.F,DBX SHORTDAX 1C,FRA
EEU.AX,BetaShares Euro ETF,ASX
VSXG.L,iPath VSTOXX Sh-Term Futures TR (DE) ETN,LSE
DX2P.DU,DXBT CUR RET 1C,DUS
CHIX,Global X China Financials ETF,PCX
UC63.L,UBS ETF UBS ETF-MSCI UNITED KIN,LSE
LYT1.BE,MUL LY SM EU 50 CC,BER
X4S.PA,DBXT CAC 40 SH 1C,PAR
CBU3.L,ISHARES VII PLC ISHARES USD TSY,LSE
XDLH.L,DB X-TRACKERS II DBX CDX NA HY ,LSE
IUSD.DE,ISHS MSCI WD IS G-C,GER
VHYL.AS,VN HG DV ETF USD ,AMS
XSGI.MI,DBX GLBL INFRA 1C,MIL
KSMKR-15.TA,KSP2/KSM SAL S15,TLV
P3W3.BE,PWRSHS DYN MKT PORT,BER
EUNT.BE,ISHS ER CRP B G-CT,BER
XD5E.SW,DBXT MSCI EMU I 1DD,EBS
XMKH.F,DBXT MSCI EMHEA 1C,FRA
HRBND-57.TA,BSKT/HRL SAL S57,TLV
SKF.MX,PRSH ULSHT FINANCLS,MEX
LSFT.L,ETFS COMMODITY SECURITIES LIMIT,LSE
ZSILHC.SW,ZKB SILVERETF AAHCH,EBS
XSPX.SW,DBX S&P500; 1C,EBS
HDIQ.L,ISHARES II PLC ISHARES MSCI USA,LSE
XGIU.SG,DBX GLBL INF L ETF,STU
UEFL.SG,UBS ETF MIE 13 AD,STU
UGA.MX,US GASOLINE FUND,MEX
EXXY.HM,ISH DVCMSP T,HAM
EDOG,ALPS Emerging Sector Dividend Dogs ETF,PCX
O032.L,ISHARES PLC ISHARES DJ STOXX 60,LSE
ATRF.L,ASHMORE SICAV ASHMORE EM TR FUN,LSE
01D2.BE,ISH CHINA LG-CPCDIS,BER
PLAG.L,Societe Generale Effekten GmbH,LSE
IFRB.L,iShares France Government Bond,LSE
41XM.L,PVD/HSBC 17,LSE
HRNFT-30.TA,NIF/HAREL SAL S30,TLV
DXSV.F,DBXT2 SHORT EUR 1C,FRA
OILZ,UBS E-TRACS Oil Futures Contango ETN,PCX
LYM6.F,L UCITS 7-10Y IN GR,FRA
12634700.DU,DK LQ N-FNC DF,DUS
HAL.TO,Horizons Active Cdn Dividend ETF Comm,TOR
11034293.DU,DBXT SMI SHD 1C,DUS
LYMB.MU,L U ETF E600 O&GAS;,MUN
GNR,SPDR S&P; Global Natural Resources ETF,PCX
500U.L,Amundi ETF S&P; 500 USD A/I,LSE
UIM4.MU,UBS ETF MSCI EMU AD,MUN
M9SA.F,RBS MAR ICI C,FRA
XST.PA,DBXT2 GBP CASH 1D,PAR
EL45.MU,DK MSCI JP MC,MUN
PXF-A.TO,FIRST ASSET PROV BOND IDX ETF A,TOR
ISSP.AS,ISHS S&P500; USD,AMS
10631063.DU,COMS CAC 40 IC,DUS
LTPZ,PIMCO 15+ Year U.S. TIPS ETF,PCX
EUNT.DE,ISHS ER CRP B G-CT,GER
124869.L,SVCP/HSBC 15,LSE
10204707.DU,AM MSCI USA ETF EUR,DUS
XD5F.MU,DBX EUSTX50 EXFIN D,MUN
NUGT,Direxion Daily Gold Miners Bull 3X ETF,PCX
IPRP.MI,ISHS EUR PRO YE EUR,MIL
EURZ,Direxion Daily FTSE Europe Bear 3X ETF,PCX
EL45.DU,DK MSCI JP MC,DUS
117190.L,AJSS/HSBC 14 ELN,LSE
DIG,ProShares Ultra Oil & Gas,PCX
RWK,RevenueShares Mid Cap ETF,PCX
XSGI.SW,DBX GLBL INFRA 1C,EBS
U3IA.F,UNICREDITO VRN,FRA
UEFD.HM,UBS ETF EMU SMC AD,HAM
IQQW.F,ISHS MSCI WORLD USD,FRA
11176253.SW,UBSETFSMIM CHF ADIS,EBS
3274379.F,BSPB FIN 17 VRN,FRA
EXSI.DU,ISHS EU STX UET,DUS
IEUA.MI,ISHS EUR ST EUR-ACC,MIL
TSY3.L,SPDR_ Barclays 1-3 Year US Trs Bd ETF,LSE
SEF,ProShares Short Financials,PCX
ZDM.TO,BMO MSCI EAFE Hdg to CAD ETF,TOR
FHQ.TO,FT AlphaDEX US Technology Sector ETF,TOR
HGY-A.TO,HORIZONS GOLD YIELD ETF ADV CLA,TOR
XCS3.L,DB X-TRACKERS DBX MSCI MALAYSIA,LSE
P87635.MI,BPATOD110.9E16,MIL
L8I1.F,L UCIT CH ENT C EUR,FRA
DBXY.F,DBXT FTSE 250 1D,FRA
C066.SG,COMS S600 FS IC,STU
X13261.TI,BSKT/SG ISSUER 18,TLO
X016.SW,COMS M EAST EU IC,EBS
IS3N.MU,ISH CR MSCI USD-AC,MUN
LYPU.DU,MUL LY ASPA200 D,DUS
15YB.L,BARCLAYS/BARCLAYS18,LSE
UC33.L,UBS ETFs plc - MSCI Japan SF (JPY) I-acc,LSE
SPXJ.L,ISHARES III PLC ISHARES MSCI PA,LSE
KCTILLV5HSHB.ST,SHB/BASKET 15,STO
SXRI.SG,ISHS MSCI JP USD-AC,STU
LYMV.F,L UC ETF S AF C EUR,FRA
EL46.SG,DK MSCI CHINA,STU
XPXD.SW,DBXT MSCI PAC 1C,EBS
IYE,iShares US Energy,PCX
Z4L.LS,COMS CAC 40 LEV IC,LIS
H4ZV.SG,HSBC MSCI MALA G-CT,STU
LYHLT.SW,L U ETF E600 HEALTH,EBS
DX2U.DE,DBX JAP5 S 1C,GER
94PM.L,DGCL/HSBC WT20,LSE
X011.SG,COMS M EU IC,STU
181480.KS,KINDEX SYNTH-USRET(H),KSC
SC02.F,SOU 600 FIN EUR-AC,FRA
UPRO,ProShares UltraPro S&P500;,PCX
ACWV,iShares MSCI All Country World Mini Vol,PCX
CHGB.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
CCPP.SW,CCPP/ETFS,EBS
GDX,Market Vectors Gold Miners ETF,PCX
INP,iPath MSCI India ETN,PCX
MABI.SW,RBS M A D BRIC C,EBS
EUSGBH.SW,UBS ETF ME100HS AC,EBS
C012.SG,COMS S&P; 500 IC,STU
EL4Y.HM,DK STX EUR 50,HAM
XDEQ.L,db x-trackers Equity Quality Fctr (DR)1C,LSE
10501174.BE,AQUAFIN 15,BER
SMB,Market Vectors Short Municipal ETF,PCX
BLND,UBS E-TRACS DJ-UBS Comm 246 BF ETN,PCX
H4ZF.HM,HSBC S&P; 500 G-CT,HAM
IUKD.SW,ISHS UK DIVID GBP,EBS
EL47.DU,DK EUST 50 DL S T,DUS
FXI,iShares China Large-Cap,PCX
ASDR.MX,VELSHS EM ASIA,MEX
CE01.L,ISHARES VII PLC ISHARES EUR GOV,LSE
KSMSP-72.TA,CNX/KSM SAL S72,TLV
LYPC.SG,MUL LY W ENERG CC,STU
LYMV.HM,L UC ETF S AF C EUR,HAM
XDN0.HM,DBX MSCINORD EUR-1D,HAM
DX2S.HM,DBX ASX 200 1C,HAM
HEFA,iShares Currency Hedged MSCI EAFE,PCX
FCG.MX,FSTRISE REV NAT GAS,MEX
O018.L,ISHARES PLC ISHARES DJ EURO STO,LSE
EL4M.DE,DK IB LSD 3-5,GER
CPJU.L,iShares MSCI Japan Acc,LSE
TCNSD-37.TA,NDX/TACHLIT CMP S37,TLV
LYQ2.DE,L UCITS 1-3Y INV GR,GER
DBX1.HM,DBXT MSCI EM 1C,HAM
BSJE,Guggenheim BulletShrs2014 HY CorpBd ETF,PCX
AEJ.PA,L U ETF A PAC C EUR,PAR
MTV-NS1.TA,NDX/PSG IND S1,TLV
COCE.L,UBS AG. London Branch,LSE
CBIU.AS,ISHS USD INF USD-AC,AMS
XAXD.L,DB X-TRACKERS DBX MSCI AC ASIA ,LSE
POIL-107.TA,TA-OG/PSGT IND S107,TLV
46NJ.L,SAIL/HSBC 16 VRN,LSE
LYQK.HM,LYX UCITS D SH BUND,HAM
IUS4.MU,ISHS MSCI JAP USD,MUN
EL4F.DU,DK DAX UCTS ETF,DUS
4B0N.BE,HORIZ BP S&P; TU-A,BER
DSUK.L,Lyxor ETF Daily Dbl Shrt 10Y UK Glts C-¢G,LSE
BEAR-NHY-HA.OL,NHY/SHB 40 ETN,OSL
IWDP.SW,ISHS DEV MK PRO USD,EBS
6PSH.DU,POWSHS DYN US USD,DUS
XMAD.L,DB X-TRACKERS DBX MSCI EMERGING,LSE
19088976.DU,ISHS SPA GOV B G-CT,DUS
DXSF.DE,DBXT SE600 BK 1C,GER
EXXU.F,ISHS DJCHOFSH50,FRA
XMKI.F,DBXT MSCI EMIND 1C,FRA
LPET.L,ETFS COMMODITY SECURITIES LIMIT,LSE
LDCE.DE,PIM LD EUR CORP EUR,GER
EXSB.BE,ISHS DVDAX UETF,BER
2371095.SG,ISH MSCI EM MK G-CT,STU
20GU.L,OIL/HSBC 16,LSE
SSGR.HM,SPDR S&P; EMG ASIAPA,HAM
LYPM.SG,L U ETF E/N US D EU,STU
NDXH.L,Amundi ETF NASDAQ-100 EUR Hdg Daily A/I,LSE
11892388.SW,SBIDG1-3 CHF IDIS,EBS
1526183.BE,ALPHA VRN REG-S,BER
EL4S.F,DK DB ERGOV 1-3,FRA
WT02.BE,WT CNY STRATEGY,BER
LNY2.SG,L U ETF U SEC C EUR,STU
CC1.MI,AM ETF MSCI CH -EUR,MIL
LYQE.DE,L UC ETF MAL C EUR,GER
BNK.MI,L UC ETF EU 600 BKS,MIL
DBA,PowerShares DB Agriculture ETF,PCX
BSJG,Guggenheim BulletShrs2016 HY CorpBd ETF,PCX
EUN7.SG,ISHS MSCI GCC G-CT,STU
YQOZ.AX,BETA FTSE RAFI 200 EIN,ASX
UC15.L,UBS ETF (IE) CMCI Composite SF USD,LSE
33DP.L,GPPL/HSBC 16,LSE
18MD.F,AM STX 50 UCITS ETF,FRA
LYPK.SG,LYX UCITS W GOVT BD,STU
EL4D.BE,DK ST EUSTVL 20,BER
60CI.L,BARCLAYS/BASKET 14,LSE
ILCTRACISHRS.MX,ISHS IPC LRGECAP TR,MEX
2110486.SW,L UC ETF INF INV GR,EBS
XLPE.L,DB X-TRACKERS DBX LPX MM PRIVAT,LSE
140580.KS,KStar Prime Industry,KSC
LYMV.BE,L UC ETF S AF C EUR,BER
WDRL.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
DXST.BE,DBX  CROSSD 1C,BER
EXSC.MU,ISHS STXEULG200,MUN
CBEF.MI,L UC BD EX FI C EUR,MIL
H4ZA.MU,HSBC EU STX 50 G-CT,MUN
18M3.DE,AM EU BKS UCITS ETF,GER
LYMTD.SW,L UCITS 7-10Y IN GR,EBS
XEYY.DE,EUR STX 50 UC ETF C,GER
MTC.PA,L UCITS 5-7Y INV GR,PAR
SJNK,SPDR Barclays Short Term Hi Yld Bd ETF,PCX
DX2I.F,DBXT MSCI EU M 1C,FRA
DBX2.DU,DBXT MSCI EM AS 1C,DUS
ETLW.MU,GO DAXGLB COAL G-CT,MUN
CEBB.DU,ISHS MSCI RU USD-AC,DUS
IBCC,iShares iBonds Mar 2018 Corp ex-Fincls,PCX
24501900.SW,UBS EMU DEFN EUR-A-,EBS
DBX5.F,DBXT MSCI TAIW 1C,FRA
GTIP,iShares Global Inflation-Linked Bond,PCX
LYQH.BE,L U ETF P AFR C EUR,BER
CRQ.TO,iShares Canadian Fundamental Comm,TOR
CODW.BR,MUL LY W CO DIS CC,BRU
SML5.MU,SOUR S&P; USD-A-AC,MUN
EXS1.HM,ISHCRDAXUCIETF T,HAM
DX2Y.DU,DBXT DB HFI ETF 1C,DUS
13711559.DU,UBS ETF EMU SMC AD,DUS
19871655.SG,XSTR 22 SRN -S,STU
XPH,SPDR S&P; Pharmaceuticals ETF,PCX
C011.HM,COMS NASDAQ 100 IC,HAM
BRXX,EGShares Brazil Infrastructure ETF,PCX
XYPD.F,DBX EUZ Y+ ETF - 1D,FRA
P8020-27.TA,BASKT/PSAGOT S27,TLV
3IS2.BE,ISH IBOXX IGCB,BER
XMMD.L,DB X-TRACKERS DBX MSCI EMERGING,LSE
LYPX.SG,MUL LY BC MOM CC,STU
ETLP.HM,GO DAXGLB SHIP G-CT,HAM
LYM8.MU,L U ETF W WAT D EUR,MUN
DFEE.L,WisdomTree Europe SmallCap Dividend ETF,LSE
10846372.SW,L UC ETF E/N D EUR,EBS
10854855.IR,SOU CON DS USD-A-AC,ISE
DBXW.MU,DBXT MSCI WORLD 1C,MUN
UIQ1.SG,UBS ETF EM GRO-A-AC,STU
10449329.SW,ZKB GOLD ETF AA GBP,EBS
DFJ.MX,WSDMTR JP SMCAP-SBI,MEX
ZWU.TO,BMO Covered Call Utilities ETF,TOR
XGLE.MI,DBX SOV EUR 1C,MIL
LYPG.DU,MUL LY W INF T CC,DUS
13354685.DU,ISHS EM MKS LOC G-C,DUS
LVSG.L,UBS AG. London Branch,LSE
IJNK,SPDR Barclays Intl High Yield Bond ETF,PCX
MDYG,SPDR S&P; 400 Mid Cap Growth ETF,PCX
DBPR.F,DBXT MSCI W FIN 1C,FRA
TCT25-64.TA,TA25/TACHLIT GL S64,TLV
PIZ,PowerShares DWA Developed Mkts Mom ETF,PCX
GML,SPDR S&P; Emerging Latin America ETF,PCX
1697252.BE,HSBC CAPITAL VRN,BER
ESCEUA.MI,UBS ETF EMU SMC AD,MIL
BULL-KAKAO-X2-H.ST,CACAO/SHB 40 CT,STO
XEYY.HM,EUR STX 50 UC ETF C,HAM
61VV.L,BCCL/BARCLAYS 15,LSE
18M2.HM,A EMU HI DIV UC ETF,HAM
XHSD.L,DB X-TRACKERS DBX HSI SHORT DAI,LSE
IUSK.DU,ISHS DJ EUR SU G-CT,DUS
SYB3.SG,SSGA BAR EU GOV EUR,STU
12770430.DU,A FI IB UCITS ETF C,DUS
14447380.IR,SOU JPM MACR USD-A-,ISE
DON,WisdomTree MidCap Dividend ETF,PCX
6PSB.BE,POWSHS FTSE DEV EUR,BER
DBXW.SG,DBXT MSCI WORLD 1C,STU
XEME.L,DB X-TRACKERS DBX MSCI EM EASTE,LSE
AOK,iShares Conservative Allocation,PCX
LYQL.DE,L U ETF SH X2 C EUR,GER
SSEP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
OILCHA.SW,CMCIOILSFCHADIS,EBS
EXHE.DU,ISHS PFBRFE DE,DUS
MPAS.L,Source Man GLG Asia Plus ETF,LSE
LYYL.F,L UC ETF E600 TR&L;,FRA
ISVW.DU,ISHS MSCI SA,DUS
SPYE.F,SSGA SPDR EU EUR-AC,FRA
EL49.DE,DK LQ CORP DF,GER
XMED.L,DB X-TRACKERS DBX MSCI EUROPE I,LSE
ISV1.BE,ISHS MSCI BRIC,BER
C005.SG,COMS SDAX IC,STU
WXHG.AX,SPDR_ S&P; World ex Australia(Hedged) ETF,ASX
ISF.L,iShares FTSE 100 Dist,LSE
BAB,PowerShares Build America Bond ETF,PCX
18433913.BE,8.5 BRAZIL 24 ,BER
INFR.AS,ISHS GLB INFRA USD ,AMS
SCHH,Schwab US REIT ETF,PCX
45OM.L,SAFCO/HSBC 17,LSE
ZPS.TO,BMO Short Provincial Bond ETF,TOR
SC03.DE,SOU 600 FD EUR-A-AC,GER
C004.SG,COMS SHORTDAX IC,STU
QRE.AX,BetaShares S&P;/ASX200 Res Sect ETF,ASX
COFF.MI,COFF/ETFS,MIL
UC04.L,UBS ETF (IE) MSCI USA,LSE
XESC.L,DB X-TRACKERS DB X-TKRS EURO ST,LSE
UIMV.F,UBS ETF STO GRE AD,FRA
UMDD,ProShares UltraPro MidCap400,PCX
XLK.MX,SEL SCT TECHNOLOGY,MEX
JSC,SPDR Russell/Nomura Small Cap Japan ETF,PCX
ZGLDHG.SW,ZKB GOLDETF AAH GBP,EBS
USCHWH.SW,UBS US HED CHF-A-AC,EBS
IS3M.SG,ISH EURO ULTBD G-CT,STU
10941571.DU,DBX IE LC 1C,DUS
IPLT,VelocityShares 2x Inverse Platinum ETN,PCX
4IU9.DU,PRSHS CEF INC COMP,DUS
X024.BE,COMS M EU LG IC,BER
LCOC.MI,LCOC/ETFS,MIL
VCR.MX,VNGD CNS DSCR IDX,MEX
XMKM.SG,DBXT MSCI EMMAT 1C,STU
79DL.L,,
1131473.TA,DJINETN/KSM S165,TLV
X012.DE,COMS M EMU IC,GER
VFV.TO,Vanguard S&P; 500 ETF,TOR
ZDB.TO,BMO Discount Bond ETF,TOR
11823861.DU,HSBC MSCI EURP G-CT,DUS
ALTS,ProShares Morningstar Alts Solu,PCX
IQQF.MU,ISHS MSCI AC FA G-C,MUN
O124.L,ISHARES PLC ISHARES S&P; GLOBAL ,LSE
ISHAF.PK,ISHARES DIVERSIFIED,PNK
SSGB.HM,SPDR S&P; OILGAS EQP,HAM
IQQQ.SG,ISHS GLB WATER G-CT,STU
GAL,SPDR SSgA Global Allocation ETF,PCX
ZESM.SG,A SM CAP UCITS ETF,STU
LGRA.MI,LGRA/ETFS,MIL
SCOV.L,ISHARES III PLC ISHARES EURO CO,LSE
VFEM.AS,VAN FTSE EM MA USD,AMS
CD6.MI,AM CONS DISC UC ETF,MIL
LYY1.HM,L UC ETF EMU SM CAP,HAM
CC1U.L,Amundi ETF MSCI China USD A/I,LSE
CBDE10.SW,COMS ISGC10+ IC,EBS
EXS3.MU,ISHS MDAX UETF T,MUN
42WM.L,SAUDIKAYAN/HSBC 15 ,LSE
EXI2.MU,ISHS DWJNGLTT50,MUN
ZPRR.SG,SSGA 2000 SM USD-AC,STU
VXDD,UBS E-TRACS 4Mo S&P; 500 VIX Futures ETN,PCX
IWD,iShares Russell 1000 Value,PCX
LYY3.MU,L UC ETF EMU GROWTH,MUN
61ZC.L,ICICI/HSBC 16 VRN,LSE
MTX.PA,L U ETF ALL MAT INV,PAR
SXRG.MU,ISHS MSCI US USD-AC,MUN
ITPS.L,ISHARES II PLC ISHARES $ TIPS U,LSE
LEM.MC,L U ETF E MKT C EUR,MCE
XSMI.SW,DBXT SMI 1D,EBS
XMEM.SW,DBXT MSCI EM 1C,EBS
GNMA,iShares Core GNMA Bond,PCX
BUND,PIMCO Germany Bond ETF,PCX
18MT.F,AM CORP UCITS ETF C,FRA
WRDEUZ.MI,,
DGS,WisdomTree Emerging Markets SmCp Div ETF,PCX
BEAR-TEL-DNM.OL,TEL/DNB 41 ETN,OSL
HBRL.L,HSBC ETFS PLC HSBC MSCI BRAZIL ,LSE
IS0E.F,ISHS GLD PRD G-CT,FRA
77YT.L,SHPA/HSBC WT20,LSE
UC55.L,UBS ETF UBS ETF MSCI WORLD (USD,LSE
X25.PA,DBXT FTSE C50 1C,PAR
XWND.L,DB X-TRACKERS DBX MSCI WORLD IN,LSE
X105.MI,DBX SOV10-15 1C,MIL
SPYU.F,SSGA SPDR UT EUR-AC,FRA
UIM6.BE,UBS ETF MSCI USA AD,BER
L250.L,MULTI UNITS FRANCE LYXOR ETF FT,LSE
JAIEUA.MI,UBS ETF MJI2035 AD,MIL
90NR.L,UKX/HSBC 19 VRN,LSE
IBC5.SG,ISHAR MSCI CAN G-CT,STU
CSBGE0.MI,ISHS EUR GOV EUR-AC,MIL
X30132.TI,BSKT/SG 23 VRN,TLO
INDX-S19.TA,DAX/INDEX SAL S19,TLV
HTD20-17.TA,TD20/HAREL SAL S17,TLV
ISQ9.BE,ISH US FIN SVCS,BER
DEMV.L,OSSIAM LUX OSSIAM EMG MKTS MIN ,LSE
DBPK.HM,DBX S&P500; X2 SH 1C,HAM
10010723.DE,ISHS MSCI JAP G-CT,GER
OSX6.F,OL SE600 EW UE1CC,FRA
CHSPI.SW,ISHCORE SPI CH,EBS
IWFV.L,iShares MSCI World Value Factor,LSE
ASIA.L,SPDR_ Citi Asia Local Government Bd ETF,LSE
DTO,PowerShares DB Crude Oil Double Shrt ETN,PCX
EFAD,ProShares MSCI EAFE Dividend Growers,PCX
INRG.SW,ISHS GLO CLN EN USD,EBS
EXH4.DE,ISHSEU600IGS,GER
SLCT.MI,SLCT/ETFS,MIL
SSFT.MI,SSFT/ETFS,MIL
GMMB,Columbia Intermediate Municipal Bond ETF,PCX
EMHD,EGShares EM Dividend High Income ETF,PCX
CEM1.L,ISHARES (LUX) ISHARES MSCI EMU ,LSE
XAUS.MI,DBX ASX 200 1C,MIL
UC13.L,UBS ETF (IE) S&P; 500,LSE
DPK,Direxion Daily Dev Mkts Bear 3X ETF,PCX
DXSD.HM,DBXT SE600 O&G; 1C,HAM
C128.DU,COMS MSCI EM2DL IC,DUS
10XJ.L,ETEL/HSBC 14 ELN,LSE
ZXB.TO,BMO 2015 Corporate Bond Target Mat ETF,TOR
SSIGV.CO,SPINV GL VAL RC,CPH
TGET.AS,TC GLOB EQ,AMS
IDHB,PowerShares S&P; Intl Dev Hi Beta ETF,PCX
WHTG.L,UBS AG UBS ETC(UBS BBG CMCI WHE,LSE
IQQ6.BE,ISHS DEV MK PRO G-C,BER
EXSH.DE,ISHS STXEUSDV30,GER
SXR5.MU,ISHS MSCI JP USD-AC,MUN
EXX7.BE,ISHS NIK 225 UC,BER
EUN.L,iShares STOXX Europe 50,LSE
KSMS-43.TA,BASKET/KSM SIC S43,TLV
VEU,Vanguard FTSE All-World ex-US ETF,PCX
IQQI.SG,ISHS GLB INFRA G-CT,STU
LYM0.HM,L UC ETF L AM C EUR,HAM
SC0H.SG,SOUR MSCI USD-A-AC,STU
IWFS.L,iShares MSCI World Size Factor,LSE
O064.L,ISHARES PLC ISHARES DJSTOXX600 ,LSE
WEAT.MI,WEAT/ETFS,MIL
HRGLL-39.TA,GALIL/HAREL SAL S39,TLV
UEF2.F,UBS ETF MJ100HE AC,FRA
117233.L,DRC/HSBC 14 ELN,LSE
X016.BE,COMS M EAST EU IC,BER
XAIN.SG,DBXT MSCI INDO 1C,STU
LYQ2.HM,L UCITS 1-3Y INV GR,HAM
SPYA.HM,SPDR MSCI EM USD AC,HAM
4878599.DU,COMS M EU SM IC,DUS
MUA.PA,L U ETF E/N US D EU,PAR
ZPRL.SG,SSGA EUR LOW EUR-AC,STU
X020.DE,COMS M USA IC,GER
FHB.TO,First Asset Hamilton Cptl EurBk ETF Comm,TOR
SC0P.F,SOU STOXX EUR-ACC,FRA
CSRU.SW,ISHS MSCI RU USD-AC,EBS
JPNK.PA,AM ETF JPX-N400 EUR,PAR
AXJL,WisdomTree Asia Pacific ex-Japan ETF,PCX
DIABLOI10.MX,DIBOL INDICE DIARIO,MEX
5X63.DE,COMS C BUF DS IC,GER
4GXP.BE,GLBL X FTSE GR,BER
13354523.DU,ISHS DJ EUR SU G-CT,DUS
24308161.SG,INGA/MS 23,EWX
XB4S.HM,DBXT S&P; 500 EW 1C,HAM
LNY2.F,L U ETF U SEC C EUR,FRA
MFDD.PA,LIF ESTO 300 UEDD,PAR
DXS7.SG,DBXT FTSE VIETN 1C,STU
HUF-V.TO,HORIZONS ACTIVE US FLOAT RATE B,TOR
FKU.L,FT United Kingdom AlphaDEX ETF A GBP,LSE
LYYS.DU,L U ETF E600 HEALTH,DUS
XMLA.ST,DBXT MSCI EM LA 1C,STO
IBME,iShares iBonds Sep 2016 AMT-Free Muni Bd,PCX
IYF,iShares US Financials,PCX
SPYL.SG,SPDR EM LAT USD-AC,STU
NOGB.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
AETF.AT,ALETF FTSE ALCE,ATH
K-MXWO18.TA,MXWO/KSM SAL S18,TLV
VAF.AX,Vanguard Australian Fixed Interest ETF,ASX
1214171.SW,SPDR EUR FIN UC ETF,EBS
MEXI.L,Lyxor ETF MSCI Mexico C USD,LSE
EMB,iShares JPMorgan USD Emerg Markets Bond,PCX
12OX.L,CERAMIC/HSBC 15 ELN,LSE
BULL-REC-DNM.OL,REC/DNB 41 ETN,OSL
VEA,Vanguard FTSE Developed Markets ETF,PCX
PGL.TO,PowerShares Ultra Liquid LT Govt Bd ETF,TOR
QWLD,SPDR MSCI World Quality Mix ETF,PCX
EAG.PA,B G AG T E UC ETF E,PAR
BEAR-LIVS-X3-H.ST,BASKET/SHB 21 NTS,STO
WDMV.L,OSSIAM LUX OSSIAM WORLD MIN VAR,LSE
IQQP.BE,ISHS EUR PROYE G-CT,BER
FYT,First Trust Small Cap Val AlphaDEX ETF,PCX
42BW.L,FRANSI/HSBC 15 ELN,LSE
SST-U.TO,IPATH US TREASURY STEEPENER ETN,TOR
EXHC.BE,IS ERGG 2.5-5.5,BER
IYR,iShares US Real Estate,PCX
0051.TW,YUANTA SECURITIES,TAI
SEMA.L,ISHARES III PLC ISHARES MSCI EM,LSE
